date,incidents
09/29/2014,163
09/29/2015,134
09/29/2016,123
09/30/2011,172
09/30/2012,136
09/30/2013,135
09/30/2014,131
09/30/2015,145
09/30/2016,162
10-01-11,153
10-01-12,143
10-01-13,158
10-01-14,125
10-01-15,138
10-01-16,131
10-02-11,112
10-02-12,145
10-02-13,135
10-02-14,120
10-02-15,140
10-02-16,148
10-03-11,153
10-03-12,157
10-03-13,147
10-03-14,151
10-03-15,97
10-03-16,125
10-04-11,141
10-04-12,134
10-04-13,151
10-04-14,143
10-04-15,107
10-04-16,145
10-05-11,149
10-05-12,132
10-05-13,141
10-05-14,120
10-05-15,156
10-05-16,157
10-06-11,135
10-06-12,122
10-06-13,148
10-06-14,107
10-06-15,141
10-06-16,117
10-07-11,163
10-07-12,135
10-07-13,144
10-07-14,142
10-07-15,147
10-07-16,175
10-08-11,179
10-08-12,135
10-08-13,129
10-08-14,116
10-08-15,132
10-08-16,138
10-09-11,138
10-09-12,159
10-09-13,135
10-09-14,131
10-09-15,155
10-09-16,149
10-10-11,176
10-10-12,159
10-10-13,127
10-10-14,143
10-10-15,133
10-10-16,156
10-11-11,149
10-11-12,123
10-11-13,148
10-11-14,115
10-11-15,127
10-11-16,149
10-12-11,129
10-12-12,153
10-12-13,125
10-12-14,146
10-12-15,120
10-12-16,140
10/13/2011,166
10/13/2012,114
10/13/2013,140
10/13/2014,139
10/13/2015,143
10/13/2016,143
10/14/2011,199
10/14/2012,147
10/14/2013,158
10/14/2014,143
10/14/2015,143
10/14/2016,161
10/15/2011,162
10/15/2012,149
10/15/2013,153
10/15/2014,128
10/15/2015,137
10/15/2016,150
10/16/2011,138
10/16/2012,134
10/16/2013,180
10/16/2014,140
10/16/2015,130
10/16/2016,134
10/17/2011,177
10/17/2012,120
10/17/2013,171
10/17/2014,141
10/17/2015,121
10/17/2016,185
10/18/2011,131
10/18/2012,154
10/18/2013,160
10/18/2014,138
10/18/2015,115
10/18/2016,149
10/19/2011,140
10/19/2012,135
10/19/2013,154
10/19/2014,111
10/19/2015,107
10/19/2016,188
10/20/2011,118
10/20/2012,144
10/20/2013,132
10/20/2014,141
10/20/2015,158
10/20/2016,168
10/21/2011,183
10/21/2012,117
10/21/2013,161
10/21/2014,127
10/21/2015,146
10/21/2016,152
10/22/2011,154
10/22/2012,128
10/22/2013,171
10/22/2014,160
10/22/2015,141
10/22/2016,127
10/23/2011,132
10/23/2012,123
10/23/2013,152
10/23/2014,138
10/23/2015,162
10/23/2016,144
10/24/2011,162
10/24/2012,159
10/24/2013,144
10/24/2014,150
10/24/2015,125
10/24/2016,162
10/25/2011,157
10/25/2012,136
10/25/2013,176
10/25/2014,140
10/25/2015,139
10/25/2016,167
10/26/2011,133
10/26/2012,175
10/26/2013,145
10/26/2014,133
10/26/2015,135
10/26/2016,147
10/27/2011,136
10/27/2012,144
10/27/2013,113
10/27/2014,133
10/27/2015,153
10/27/2016,155
10/28/2011,138
10/28/2012,135
10/28/2013,154
10/28/2014,141
10/28/2015,143
10/28/2016,154
10/29/2011,144
10/29/2012,80
10/29/2013,161
10/29/2014,148
10/29/2015,134
10/29/2016,127
10/30/2011,
10/30/2012,
10/30/2013,
10/30/2014,
10/30/2015,
10/30/2016,
10/31/2011,165
10/31/2012,157
10/31/2013,168
10/31/2014,154
10/31/2015,125
10/31/2016,167
11-01-11,146
11-01-12,152
11-01-13,170
11-01-14,128
11-01-15,145
11-01-16,164
11-02-11,169
11-02-12,127
11-02-13,135
11-02-14,120
11-02-15,154
11-02-16,149
11-03-11,144
11-03-12,123
11-03-13,101
11-03-14,119
11-03-15,139
11-03-16,134
11-04-11,160
11-04-12,171
11-04-13,127
11-04-14,105
11-04-15,129
11-04-16,150
11-05-11,164
11-05-12,115
11-05-13,137
11-05-14,133
11-05-15,156
11-05-16,123
11-06-11,147
11-06-12,112
11-06-13,151
11-06-14,129
11-06-15,166
11-06-16,141
11-07-11,170
11-07-12,104
11-07-13,150
11-07-14,143
11-07-15,123
11-07-16,132
11-08-11,149
11-08-12,126
11-08-13,156
11-08-14,111
11-08-15,103
11-08-16,111
11-09-11,163
11-09-12,166
11-09-13,147
11-09-14,123
11-09-15,129
11-09-16,127
11-10-11,160
11-10-12,159
11-10-13,156
11-10-14,129
11-10-15,136
11-10-16,109
11-11-11,146
11-11-12,141
11-11-13,124
11-11-14,140
11-11-15,131
11-11-16,115
11-12-11,148
11-12-12,146
11-12-13,147
11-12-14,131
11-12-15,143
11-12-16,69
11/13/2011,146
11/13/2012,114
11/13/2013,154
11/13/2014,121
11/13/2015,116
11/14/2011,162
11/14/2012,110
11/14/2013,131
11/14/2014,135
11/14/2015,101
11/15/2011,163
11/15/2012,109
11/15/2013,152
11/15/2014,123
11/15/2015,152
11/16/2011,125
11/16/2012,131
11/16/2013,114
11/16/2014,94
11/16/2015,
11/17/2011,
11/17/2012,
11/17/2013,
11/17/2014,
11/17/2015,145
11/18/2011,134
11/18/2012,112
11/18/2013,133
11/18/2014,143
11/18/2015,146
11/19/2011,143
11/19/2012,129
11/19/2013,143
11/19/2014,119
11/19/2015,161
11/20/2011,137
11/20/2012,141
11/20/2013,113
11/20/2014,115
11/20/2015,144
11/21/2011,143
11/21/2012,148
11/21/2013,146
11/21/2014,140
11/21/2015,160
11/22/2011,135
11/22/2012,78
11/22/2013,139
11/22/2014,141
11/22/2015,132
11/23/2011,161
11/23/2012,122
11/23/2013,123
11/23/2014,125
11/23/2015,117
11/24/2011,123
11/24/2012,106
11/24/2013,89
11/24/2014,157
11/24/2015,144
11/25/2011,141
11/25/2012,128
11/25/2013,139
11/25/2014,119
11/25/2015,122
11/26/2011,144
11/26/2012,146
11/26/2013,117
11/26/2014,131
11/26/2015,108
11/27/2011,113
11/27/2012,125
11/27/2013,120
11/27/2014,90
11/27/2015,132
11/28/2011,162
11/28/2012,131
11/28/2013,100
11/28/2014,123
11/28/2015,159
11/29/2011,138
11/29/2012,140
11/29/2013,112
11/29/2014,120
11/29/2015,110
11/30/2011,142
11/30/2012,154
11/30/2013,117
11/30/2014,117
11/30/2015,137
12-01-11,148
12-01-12,166
12-01-13,165
12-01-14,174
12-01-15,126
12-02-11,155
12-02-12,106
12-02-13,122
12-02-14,108
12-02-15,129
12-03-11,135
12-03-12,146
12-03-13,154
12-03-14,127
12-03-15,116
12-04-11,114
12-04-12,142
12-04-13,135
12-04-14,118
12-04-15,125
12-05-11,137
12-05-12,132
12-05-13,155
12-05-14,133
12-05-15,97
12-06-11,131
12-06-12,120
12-06-13,143
12-06-14,98
12-06-15,114
12-07-11,126
12-07-12,142
12-07-13,119
12-07-14,103
12-07-15,118
12-08-11,105
12-08-12,124
12-08-13,87
12-08-14,138
12-08-15,117
12-09-11,133
12-09-12,120
12-09-13,111
12-09-14,111
12-09-15,139
12-10-11,122
12-10-12,140
12-10-13,89
12-10-14,110
12-10-15,157
12-11-11,135
12-11-12,126
12-11-13,126
12-11-14,116
12-11-15,160
12-12-11,125
12-12-12,145
12-12-13,127
12-12-14,142
12-12-15,167
12/13/2011,153
12/13/2012,120
12/13/2013,133
12/13/2014,114
12/13/2015,126
12/14/2011,147
12/14/2012,152
12/14/2013,120
12/14/2014,123
12/14/2015,135
12/15/2011,168
12/15/2012,152
12/15/2013,125
12/15/2014,127
12/15/2015,164
12/16/2011,155
12/16/2012,97
12/16/2013,142
12/16/2014,131
12/16/2015,143
12/17/2011,120
12/17/2012,119
12/17/2013,140
12/17/2014,126
12/17/2015,115
12/18/2011,104
12/18/2012,114
12/18/2013,127
12/18/2014,122
12/18/2015,136
12/19/2011,154
12/19/2012,127
12/19/2013,143
12/19/2014,128
12/19/2015,126
12/20/2011,128
12/20/2012,145
12/20/2013,192
12/20/2014,131
12/20/2015,138
12/21/2011,135
12/21/2012,136
12/21/2013,173
12/21/2014,102
12/21/2015,148
12/22/2011,162
12/22/2012,109
12/22/2013,156
12/22/2014,152
12/22/2015,147
12/23/2011,143
12/23/2012,105
12/23/2013,150
12/23/2014,120
12/23/2015,131
12/24/2011,140
12/24/2012,107
12/24/2013,114
12/24/2014,123
12/24/2015,128
12/25/2011,92
12/25/2012,87
12/25/2013,151
12/25/2014,85
12/25/2015,109
12/26/2011,114
12/26/2012,96
12/26/2013,105
12/26/2014,76
12/26/2015,128
12/27/2011,102
12/27/2012,106
12/27/2013,115
12/27/2014,111
12/27/2015,134
12/28/2011,109
12/28/2012,140
12/28/2013,143
12/28/2014,120
12/28/2015,132
12/29/2011,133
12/29/2012,118
12/29/2013,148
12/29/2014,103
12/29/2015,121
12/30/2011,130
12/30/2012,116
12/30/2013,121
12/30/2014,113
12/30/2015,121
12/31/2011,112
12/31/2012,125
12/31/2013,128
12/31/2014,108
12/31/2015,97
